tanggal,username,full_text,cleaning,case_folding,hasil_normalisasi,token,stemming_data,sentiment_label_lexicon,manual
Wed Oct 09,ph4n_,Padahal Subsidi BBM merupakan Bantuan Langsung non-Tunai. Efeknya terasa lsg pada pengendalian harga kebutuhan sehari-hari. Lagipula mereka yg dianggap tak tepat sasaran jg sdh konsumsi bbm non-subsidi kok. Kalau bujet ada kita juga maunya bbm termahal.,Padahal Subsidi BBM merupakan Bantuan Langsung nonTunai Efeknya terasa lsg pada pengendalian harga kebutuhan seharihari Lagipula mereka yg dianggap tak tepat sasaran jg sdh konsumsi bbm nonsubsidi kok Kalau bujet ada kita juga maunya bbm termahal,padahal subsidi bbm merupakan bantuan langsung nontunai efeknya terasa lsg pada pengendalian harga kebutuhan seharihari lagipula mereka yg dianggap tak tepat sasaran jg sdh konsumsi bbm nonsubsidi kok kalau bujet ada kita juga maunya bbm termahal,padahal subsidi bahan bakar minyak merupakan bantuan langsung nontunai efeknya terasa langsung pada pengendalian harga kebutuhan seharihari lagi pula mereka yang dianggap tak tepat sasaran juga sudah konsumsi bahan bakar minyak nonsubsidi kok kalau bujet ada kita juga maunya bahan bakar minyak termahal,"['padahal', 'subsidi', 'bahan', 'bakar', 'minyak', 'merupakan', 'bantuan', 'langsung', 'nontunai', 'efeknya', 'terasa', 'langsung', 'pada', 'pengendalian', 'harga', 'kebutuhan', 'seharihari', 'lagi', 'pula', 'mereka', 'yang', 'dianggap', 'tak', 'tepat', 'sasaran', 'juga', 'sudah', 'konsumsi', 'bahan', 'bakar', 'minyak', 'nonsubsidi', 'kok', 'kalau', 'bujet', 'ada', 'kita', 'juga', 'maunya', 'bahan', 'bakar', 'minyak', 'termahal']",padahal subsidi bahan bakar minyak rupa bantu langsung nontunai efek asa langsung pada kendali harga butuh seharihari lagi pula mereka yang anggap tak tepat sasar juga sudah konsumsi bahan bakar minyak nonsubsidi kok kalau bujet ada kita juga mau bahan bakar minyak mahal,netral,netral
Wed Oct 09,revolutia,Subsidi BBM itu buat mengendalikan inflasi. Dari dulu selalu kemakan sama narasi Bank Dunia kalau subsidi BBM tidak tepat sasaran jadinya missing the point kalo begitu subsidi BBM dikurangi maka semua harga barang dan jasa langsung naik semua.,Subsidi BBM itu buat mengendalikan inflasi Dari dulu selalu kemakan sama narasi Bank Dunia kalau subsidi BBM tidak tepat sasaran jadinya missing the point kalo begitu subsidi BBM dikurangi maka semua harga barang dan jasa langsung naik semua,subsidi bbm itu buat mengendalikan inflasi dari dulu selalu kemakan sama narasi bank dunia kalau subsidi bbm tidak tepat sasaran jadinya missing the point kalo begitu subsidi bbm dikurangi maka semua harga barang dan jasa langsung naik semua,subsidi bahan bakar minyak itu buat mengendalikan inflasi dari dulu selalu termakan sama narasi bank dunia kalau subsidi bahan bakar minyak tidak tepat sasaran jadinya missing the point kalau begitu subsidi bahan bakar minyak dikurangi maka semua harga barang dan jasa langsung naik semua,"['subsidi', 'bahan', 'bakar', 'minyak', 'itu', 'buat', 'mengendalikan', 'inflasi', 'dari', 'dulu', 'selalu', 'termakan', 'sama', 'narasi', 'bank', 'dunia', 'kalau', 'subsidi', 'bahan', 'bakar', 'minyak', 'tidak', 'tepat', 'sasaran', 'jadinya', 'missing', 'the', 'point', 'kalau', 'begitu', 'subsidi', 'bahan', 'bakar', 'minyak', 'dikurangi', 'maka', 'semua', 'harga', 'barang', 'dan', 'jasa', 'langsung', 'naik', 'semua']",subsidi bahan bakar minyak itu buat kendali inflasi dari dulu selalu makan sama narasi bank dunia kalau subsidi bahan bakar minyak tidak tepat sasar jadi missing the point kalau begitu subsidi bahan bakar minyak rang maka semua harga barang dan jasa langsung naik semua,negatif,negatif
Wed Oct 09,JuxstLumos,@kompascom Saran saya kepada Bapak Presiden Terpilih Ubah mekanisme pemberian subsidi BBM secara tepat seperti thd jenis kendaraan dan ada maksimal pengisian. Jangan BLT apalagi tunai lebih tidak tepat sasaran bhkn sampai skrg bnyk yg menerima malah sanak saudara atau org dekat RT/RW/, Saran saya kepada Bapak Presiden Terpilih Ubah mekanisme pemberian subsidi BBM secara tepat seperti thd jenis kendaraan dan ada maksimal pengisian Jangan BLT apalagi tunai lebih tidak tepat sasaran bhkn sampai skrg bnyk yg menerima malah sanak saudara atau org dekat RTRW, saran saya kepada bapak presiden terpilih ubah mekanisme pemberian subsidi bbm secara tepat seperti thd jenis kendaraan dan ada maksimal pengisian jangan blt apalagi tunai lebih tidak tepat sasaran bhkn sampai skrg bnyk yg menerima malah sanak saudara atau org dekat rtrw,saran saya kepada bapak presiden terpilih ubah mekanisme pemberian subsidi bahan bakar minyak secara tepat seperti terhadap jenis kendaraan dan ada maksimal pengisian jangan bantuan langsung tunai apalagi tunai lebih tidak tepat sasaran bahkan sampai sekarang banyak yang menerima malah sanak saudara atau orang dekat rtrw,"['saran', 'saya', 'kepada', 'bapak', 'presiden', 'terpilih', 'ubah', 'mekanisme', 'pemberian', 'subsidi', 'bahan', 'bakar', 'minyak', 'secara', 'tepat', 'seperti', 'terhadap', 'jenis', 'kendaraan', 'dan', 'ada', 'maksimal', 'pengisian', 'jangan', 'bantuan', 'langsung', 'tunai', 'apalagi', 'tunai', 'lebih', 'tidak', 'tepat', 'sasaran', 'bahkan', 'sampai', 'sekarang', 'banyak', 'yang', 'menerima', 'malah', 'sanak', 'saudara', 'atau', 'orang', 'dekat', 'rtrw']",saran saya kepada bapak presiden pilih ubah mekanisme beri subsidi bahan bakar minyak cara tepat seperti hadap jenis kendara dan ada maksimal isi jangan bantu langsung tunai apalagi tunai lebih tidak tepat sasar bahkan sampai sekarang banyak yang terima malah sanak saudara atau orang dekat rtrw,netral,netral
Wed Oct 09,kompascom,Prabowo Subianto merencanakan mengubah subsidi BBM menjadi BLT agar lebih tepat sasaran untuk masyarakat miskin. https://t.co/jNX6EZhmAP,Prabowo Subianto merencanakan mengubah subsidi BBM menjadi BLT agar lebih tepat sasaran untuk masyarakat miskin ,prabowo subianto merencanakan mengubah subsidi bbm menjadi blt agar lebih tepat sasaran untuk masyarakat miskin ,prabowo subianto merencanakan mengubah subsidi bahan bakar minyak menjadi bantuan langsung tunai agar lebih tepat sasaran untuk masyarakat miskin,"['prabowo', 'subianto', 'merencanakan', 'mengubah', 'subsidi', 'bahan', 'bakar', 'minyak', 'menjadi', 'bantuan', 'langsung', 'tunai', 'agar', 'lebih', 'tepat', 'sasaran', 'untuk', 'masyarakat', 'miskin']",prabowo subianto rencana ubah subsidi bahan bakar minyak jadi bantu langsung tunai agar lebih tepat sasar untuk masyarakat miskin,netral,netral
Wed Oct 09,PartaiGuremm,@tempodotco Dia akan pake duit subsidi itu cara mudah tanpa perlu mikir pangkas subsidi bbm dg dalil tidak tepat sasaran sejak kapan kita tertib soal administrasi khusus nya data warga miskin? Jd pangkas subsidi BBM dialihkan ke yg lain sama ga jelasnya, Dia akan pake duit subsidi itu cara mudah tanpa perlu mikir pangkas subsidi bbm dg dalil tidak tepat sasaran sejak kapan kita tertib soal administrasi khusus nya data warga miskin Jd pangkas subsidi BBM dialihkan ke yg lain sama ga jelasnya, dia akan pake duit subsidi itu cara mudah tanpa perlu mikir pangkas subsidi bbm dg dalil tidak tepat sasaran sejak kapan kita tertib soal administrasi khusus nya data warga miskin jd pangkas subsidi bbm dialihkan ke yg lain sama ga jelasnya,dia akan pakai duit subsidi itu cara mudah tanpa perlu pikir pangkas subsidi bahan bakar minyak dengan dalil tidak tepat sasaran sejak kapan kita tertib soal administrasi khusus nya data warga miskin jadi pangkas subsidi bahan bakar minyak dialihkan ke yang lain sama tidak jelasnya,"['dia', 'akan', 'pakai', 'duit', 'subsidi', 'itu', 'cara', 'mudah', 'tanpa', 'perlu', 'pikir', 'pangkas', 'subsidi', 'bahan', 'bakar', 'minyak', 'dengan', 'dalil', 'tidak', 'tepat', 'sasaran', 'sejak', 'kapan', 'kita', 'tertib', 'soal', 'administrasi', 'khusus', 'nya', 'data', 'warga', 'miskin', 'jadi', 'pangkas', 'subsidi', 'bahan', 'bakar', 'minyak', 'dialihkan', 'ke', 'yang', 'lain', 'sama', 'tidak', 'jelasnya']",dia akan pakai duit subsidi itu cara mudah tanpa perlu pikir pangkas subsidi bahan bakar minyak dengan dalil tidak tepat sasar sejak kapan kita tertib soal administrasi khusus nya data warga miskin jadi pangkas subsidi bahan bakar minyak alih ke yang lain sama tidak jelas,netral,negatif
Tue Oct 08,MyPertaminaID,Tetap waspada akan segala bentuk penipuan Subsidi Tepat BBM! Waspada atas segala bentuk penipuan Subsidi Tepat BBM yang mengatasnamakan Pertamina. Karena pendaftaran hingga mendapatkan Kode QR tidak dipungut biaya sepeser pun dan hanya dapat dilakukan melalui aplikasi https://t.co/oe2oGk7GZm,Tetap waspada akan segala bentuk penipuan Subsidi Tepat BBM Waspada atas segala bentuk penipuan Subsidi Tepat BBM yang mengatasnamakan Pertamina Karena pendaftaran hingga mendapatkan Kode QR tidak dipungut biaya sepeser pun dan hanya dapat dilakukan melalui aplikasi ,tetap waspada akan segala bentuk penipuan subsidi tepat bbm waspada atas segala bentuk penipuan subsidi tepat bbm yang mengatasnamakan pertamina karena pendaftaran hingga mendapatkan kode qr tidak dipungut biaya sepeser pun dan hanya dapat dilakukan melalui aplikasi ,tetap waspada akan segala bentuk penipuan subsidi tepat bahan bakar minyak waspada atas segala bentuk penipuan subsidi tepat bahan bakar minyak yang mengatasnamakan pertamina karena pendaftaran hingga mendapatkan kode qr tidak dipungut biaya sepeser pun dan hanya dapat dilakukan melalui aplikasi,"['tetap', 'waspada', 'akan', 'segala', 'bentuk', 'penipuan', 'subsidi', 'tepat', 'bahan', 'bakar', 'minyak', 'waspada', 'atas', 'segala', 'bentuk', 'penipuan', 'subsidi', 'tepat', 'bahan', 'bakar', 'minyak', 'yang', 'mengatasnamakan', 'pertamina', 'karena', 'pendaftaran', 'hingga', 'mendapatkan', 'kode', 'qr', 'tidak', 'dipungut', 'biaya', 'sepeser', 'pun', 'dan', 'hanya', 'dapat', 'dilakukan', 'melalui', 'aplikasi']",tetap waspada akan segala bentuk tipu subsidi tepat bahan bakar minyak waspada atas segala bentuk tipu subsidi tepat bahan bakar minyak yang mengatasnamakan pertamina karena daftar hingga dapat kode qr tidak pungut biaya peser pun dan hanya dapat laku lalu aplikasi,netral,netral
Tue Oct 08,waknadiir,Upaya pemerintah menjaga stabilitas harga BBM tak hanya demi ekonomi tapi juga demi kesejahteraan rakyat. Komitmen kuat untuk subsidi tepat sasaran dan menjaga daya beli masyarakat. #HargaBBMStabil #EkonomiBerkelanjutan https://t.co/rQMBy8cg8e,Upaya pemerintah menjaga stabilitas harga BBM tak hanya demi ekonomi tapi juga demi kesejahteraan rakyat Komitmen kuat untuk subsidi tepat sasaran dan menjaga daya beli masyarakat HargaBBMStabil EkonomiBerkelanjutan ,upaya pemerintah menjaga stabilitas harga bbm tak hanya demi ekonomi tapi juga demi kesejahteraan rakyat komitmen kuat untuk subsidi tepat sasaran dan menjaga daya beli masyarakat hargabbmstabil ekonomiberkelanjutan ,upaya pemerintah menjaga stabilitas harga bahan bakar minyak tak hanya demi ekonomi tapi juga demi kesejahteraan rakyat komitmen kuat untuk subsidi tepat sasaran dan menjaga daya beli masyarakat hargabbmstabil ekonomiberkelanjutan,"['upaya', 'pemerintah', 'menjaga', 'stabilitas', 'harga', 'bahan', 'bakar', 'minyak', 'tak', 'hanya', 'demi', 'ekonomi', 'tapi', 'juga', 'demi', 'kesejahteraan', 'rakyat', 'komitmen', 'kuat', 'untuk', 'subsidi', 'tepat', 'sasaran', 'dan', 'menjaga', 'daya', 'beli', 'masyarakat', 'hargabbmstabil', 'ekonomiberkelanjutan']",upaya perintah jaga stabilitas harga bahan bakar minyak tak hanya demi ekonomi tapi juga demi sejahtera rakyat komitmen kuat untuk subsidi tepat sasar dan jaga daya beli masyarakat hargabbmstabil ekonomiberkelanjutan,netral,netral
Mon Oct 07,Ryo59749723,@BosPurwa Belum lagi dipotong proyek makan gratis dari dana pendidikan pada akhirnya ujung2 nya solusi nya ppn naik 12% rencana pasti diubah nya semua subsidi BBM diganti BLT dgn dalih survei bayaran memperberat APBN dan lebih tepat sasaran ke rakyat uu tapera, Belum lagi dipotong proyek makan gratis dari dana pendidikan pada akhirnya ujung nya solusi nya ppn naik  rencana pasti diubah nya semua subsidi BBM diganti BLT dgn dalih survei bayaran memperberat APBN dan lebih tepat sasaran ke rakyat uu tapera, belum lagi dipotong proyek makan gratis dari dana pendidikan pada akhirnya ujung nya solusi nya ppn naik  rencana pasti diubah nya semua subsidi bbm diganti blt dgn dalih survei bayaran memperberat apbn dan lebih tepat sasaran ke rakyat uu tapera,belum lagi dipotong proyek makan gratis dari dana pendidikan pada akhirnya ujung nya solusi nya ppn naik rencana pasti diubah nya semua subsidi bahan bakar minyak diganti bantuan langsung tunai dengan dalih survei bayaran memperberat anggaran pendapatan dan belanja negara dan lebih tepat sasaran ke rakyat undang undang tapera,"['belum', 'lagi', 'dipotong', 'proyek', 'makan', 'gratis', 'dari', 'dana', 'pendidikan', 'pada', 'akhirnya', 'ujung', 'nya', 'solusi', 'nya', 'ppn', 'naik', 'rencana', 'pasti', 'diubah', 'nya', 'semua', 'subsidi', 'bahan', 'bakar', 'minyak', 'diganti', 'bantuan', 'langsung', 'tunai', 'dengan', 'dalih', 'survei', 'bayaran', 'memperberat', 'anggaran', 'pendapatan', 'dan', 'belanja', 'negara', 'dan', 'lebih', 'tepat', 'sasaran', 'ke', 'rakyat', 'undang', 'undang', 'tapera']",belum lagi potong proyek makan gratis dari dana didik pada akhir ujung nya solusi nya ppn naik rencana pasti ubah nya semua subsidi bahan bakar minyak ganti bantu langsung tunai dengan dalih survei bayar berat anggar dapat dan belanja negara dan lebih tepat sasar ke rakyat undang undang tapera,positif,netral
Mon Oct 07,IESR,Btw #SubsidiBBM yang tidak tepat sasaran justru merugikan negara dan masyarakat. Subsidi ini menyebabkan anggaran negara dan uang pajak terbuang sia-sia mendorong konsumsi BBM yang tidak produktif meningkatkan impor BBM dan menguras devisa negara serta menambah polusi dan,Btw SubsidiBBM yang tidak tepat sasaran justru merugikan negara dan masyarakat Subsidi ini menyebabkan anggaran negara dan uang pajak terbuang siasia mendorong konsumsi BBM yang tidak produktif meningkatkan impor BBM dan menguras devisa negara serta menambah polusi dan,btw subsidibbm yang tidak tepat sasaran justru merugikan negara dan masyarakat subsidi ini menyebabkan anggaran negara dan uang pajak terbuang siasia mendorong konsumsi bbm yang tidak produktif meningkatkan impor bbm dan menguras devisa negara serta menambah polusi dan,by the way subsidibbm yang tidak tepat sasaran justru merugikan negara dan masyarakat subsidi ini menyebabkan anggaran negara dan uang pajak terbuang siasia mendorong konsumsi bahan bakar minyak yang tidak produktif meningkatkan impor bahan bakar minyak dan menguras devisa negara serta menambah polusi dan,"['by', 'the', 'way', 'subsidibbm', 'yang', 'tidak', 'tepat', 'sasaran', 'justru', 'merugikan', 'negara', 'dan', 'masyarakat', 'subsidi', 'ini', 'menyebabkan', 'anggaran', 'negara', 'dan', 'uang', 'pajak', 'terbuang', 'siasia', 'mendorong', 'konsumsi', 'bahan', 'bakar', 'minyak', 'yang', 'tidak', 'produktif', 'meningkatkan', 'impor', 'bahan', 'bakar', 'minyak', 'dan', 'menguras', 'devisa', 'negara', 'serta', 'menambah', 'polusi', 'dan']",by the way subsidibbm yang tidak tepat sasar justru rugi negara dan masyarakat subsidi ini sebab anggar negara dan uang pajak buang siasia dorong konsumsi bahan bakar minyak yang tidak produktif tingkat impor bahan bakar minyak dan uras devisa negara serta tambah polusi dan,netral,netral
Mon Oct 07,sicalonsultan,@Boediantar4 jaman Suharto bensin naik palinh tinggi Rp.200 jaman jokowi bbm naik 100x pake alasan subsidi tepat sasaran. belinyapun harus pake barcode. bjingan, jaman Suharto bensin naik palinh tinggi Rp jaman jokowi bbm naik x pake alasan subsidi tepat sasaran belinyapun harus pake barcode bjingan, jaman suharto bensin naik palinh tinggi rp jaman jokowi bbm naik x pake alasan subsidi tepat sasaran belinyapun harus pake barcode bjingan,jaman soeharto bensin naik palinh tinggi rupiah jaman jokowi bahan bakar minyak naik x pakai alasan subsidi tepat sasaran belinyapun harus pakai barcode bjingan,"['jaman', 'soeharto', 'bensin', 'naik', 'palinh', 'tinggi', 'rupiah', 'jaman', 'jokowi', 'bahan', 'bakar', 'minyak', 'naik', 'x', 'pakai', 'alasan', 'subsidi', 'tepat', 'sasaran', 'belinyapun', 'harus', 'pakai', 'barcode', 'bjingan']",jaman soeharto bensin naik palinh tinggi rupiah jaman jokowi bahan bakar minyak naik x pakai alas subsidi tepat sasar beli harus pakai barcode bjingan,negatif,negatif
Mon Oct 07,dahhnxikmabah,@untungnyaa @stravenues Kalo mau kayak gitu mesti dibagusin dulu transumnya dgn cara penuhi dulu kebutuhan daily user sprti headway kenyamanan kemanan dan tentu tarif. Solusi untuk hapus subsidi BBM tidak tepat krn itu urusan pusat. Lebih masuk akal pembatasan penggunaan kenpri yg KETAT,  Kalo mau kayak gitu mesti dibagusin dulu transumnya dgn cara penuhi dulu kebutuhan daily user sprti headway kenyamanan kemanan dan tentu tarif Solusi untuk hapus subsidi BBM tidak tepat krn itu urusan pusat Lebih masuk akal pembatasan penggunaan kenpri yg KETAT,  kalo mau kayak gitu mesti dibagusin dulu transumnya dgn cara penuhi dulu kebutuhan daily user sprti headway kenyamanan kemanan dan tentu tarif solusi untuk hapus subsidi bbm tidak tepat krn itu urusan pusat lebih masuk akal pembatasan penggunaan kenpri yg ketat,kalau mau kayak begitu mesti dibagusin dulu transumnya dengan cara penuhi dulu kebutuhan daily pengguna seperti headway kenyamanan kemanan dan tentu tarif solusi untuk hapus subsidi bahan bakar minyak tidak tepat karena itu urusan pusat lebih masuk akal pembatasan penggunaan kenpri yang ketat,"['kalau', 'mau', 'kayak', 'begitu', 'mesti', 'dibagusin', 'dulu', 'transumnya', 'dengan', 'cara', 'penuhi', 'dulu', 'kebutuhan', 'daily', 'pengguna', 'seperti', 'headway', 'kenyamanan', 'kemanan', 'dan', 'tentu', 'tarif', 'solusi', 'untuk', 'hapus', 'subsidi', 'bahan', 'bakar', 'minyak', 'tidak', 'tepat', 'karena', 'itu', 'urusan', 'pusat', 'lebih', 'masuk', 'akal', 'pembatasan', 'penggunaan', 'kenpri', 'yang', 'ketat']",kalau mau kayak begitu mesti dibagusin dulu transumnya dengan cara penuh dulu butuh daily guna seperti headway nyaman keman dan tentu tarif solusi untuk hapus subsidi bahan bakar minyak tidak tepat karena itu urus pusat lebih masuk akal batas guna kenpri yang ketat,netral,netral
Sun Oct 06,alinkifani,Pertamina terus sosialisasikan QR Code untuk pengguna Pertalite agar subsidi BBM lebih tepat sasaran. Hingga 3 Oktober 2024 lebih dari 5 6 juta kendaraan telah terdaftar. https://t.co/RdpHJl70m4,Pertamina terus sosialisasikan QR Code untuk pengguna Pertalite agar subsidi BBM lebih tepat sasaran Hingga  Oktober  lebih dari   juta kendaraan telah terdaftar ,pertamina terus sosialisasikan qr code untuk pengguna pertalite agar subsidi bbm lebih tepat sasaran hingga  oktober  lebih dari   juta kendaraan telah terdaftar ,pertamina terus sosialisasikan qr code untuk pengguna pertalite agar subsidi bahan bakar minyak lebih tepat sasaran hingga oktober lebih dari juta kendaraan telah terdaftar,"['pertamina', 'terus', 'sosialisasikan', 'qr', 'code', 'untuk', 'pengguna', 'pertalite', 'agar', 'subsidi', 'bahan', 'bakar', 'minyak', 'lebih', 'tepat', 'sasaran', 'hingga', 'oktober', 'lebih', 'dari', 'juta', 'kendaraan', 'telah', 'terdaftar']",pertamina terus sosialisasi qr code untuk guna pertalite agar subsidi bahan bakar minyak lebih tepat sasar hingga oktober lebih dari juta kendara telah daftar,netral,negatif
Sun Oct 06,p3mohon,Pertamina terus ngajak masyarakat buat daftar QR Code buat kendaraan yang pakai Pertalite. Sampai 3 Oktober 2024 udah ada lebih dari 5 6 juta kendaraan yang terdaftar lho! Program ini buat pastiin subsidi BBM bisa tepat sasaran dari Aceh sampai Papua. https://t.co/JNiB7OEuKV,Pertamina terus ngajak masyarakat buat daftar QR Code buat kendaraan yang pakai Pertalite Sampai  Oktober  udah ada lebih dari   juta kendaraan yang terdaftar lho Program ini buat pastiin subsidi BBM bisa tepat sasaran dari Aceh sampai Papua ,pertamina terus ngajak masyarakat buat daftar qr code buat kendaraan yang pakai pertalite sampai  oktober  udah ada lebih dari   juta kendaraan yang terdaftar lho program ini buat pastiin subsidi bbm bisa tepat sasaran dari aceh sampai papua ,pertamina terus mengajak masyarakat buat daftar qr code buat kendaraan yang pakai pertalite sampai oktober sudah ada lebih dari juta kendaraan yang terdaftar lo program ini buat pastikan subsidi bahan bakar minyak bisa tepat sasaran dari aceh sampai papua,"['pertamina', 'terus', 'mengajak', 'masyarakat', 'buat', 'daftar', 'qr', 'code', 'buat', 'kendaraan', 'yang', 'pakai', 'pertalite', 'sampai', 'oktober', 'sudah', 'ada', 'lebih', 'dari', 'juta', 'kendaraan', 'yang', 'terdaftar', 'lo', 'program', 'ini', 'buat', 'pastikan', 'subsidi', 'bahan', 'bakar', 'minyak', 'bisa', 'tepat', 'sasaran', 'dari', 'aceh', 'sampai', 'papua']",pertamina terus ajak masyarakat buat daftar qr code buat kendara yang pakai pertalite sampai oktober sudah ada lebih dari juta kendara yang daftar lo program ini buat pasti subsidi bahan bakar minyak bisa tepat sasar dari aceh sampai papua,netral,netral
Sun Oct 06,irnonic,Pertamina nggak berhenti sosialisasiin QR Code buat pengguna Pertalite. Dengan daftar subsidi BBM bisa lebih tepat sasaran. Per 3 Oktober 2024 udah ada lebih dari 5 6 juta kendaraan yang terdaftar. Ayo buruan daftar biar makin mudah isi BBM https://t.co/sCG0BhaYTU,Pertamina nggak berhenti sosialisasiin QR Code buat pengguna Pertalite Dengan daftar subsidi BBM bisa lebih tepat sasaran Per  Oktober  udah ada lebih dari   juta kendaraan yang terdaftar Ayo buruan daftar biar makin mudah isi BBM ,pertamina nggak berhenti sosialisasiin qr code buat pengguna pertalite dengan daftar subsidi bbm bisa lebih tepat sasaran per  oktober  udah ada lebih dari   juta kendaraan yang terdaftar ayo buruan daftar biar makin mudah isi bbm ,pertamina enggak berhenti sosialisasiin qr code buat pengguna pertalite dengan daftar subsidi bahan bakar minyak bisa lebih tepat sasaran per oktober sudah ada lebih dari juta kendaraan yang terdaftar ayo buruan daftar biar makin mudah isi bahan bakar minyak,"['pertamina', 'enggak', 'berhenti', 'sosialisasiin', 'qr', 'code', 'buat', 'pengguna', 'pertalite', 'dengan', 'daftar', 'subsidi', 'bahan', 'bakar', 'minyak', 'bisa', 'lebih', 'tepat', 'sasaran', 'per', 'oktober', 'sudah', 'ada', 'lebih', 'dari', 'juta', 'kendaraan', 'yang', 'terdaftar', 'ayo', 'buruan', 'daftar', 'biar', 'makin', 'mudah', 'isi', 'bahan', 'bakar', 'minyak']",pertamina enggak henti sosialisasiin qr code buat guna pertalite dengan daftar subsidi bahan bakar minyak bisa lebih tepat sasar per oktober sudah ada lebih dari juta kendara yang daftar ayo buru daftar biar makin mudah isi bahan bakar minyak,netral,netral
Sat Oct 05,kresnokenoz,@berfirmanlah Pdhl subsidi BBM gila2an sperti saat itu sm aja bakar2 uang yg sebag besar dnikmati oleh org2 yg bs beli mobil &amp; motor (tdk tepat sasaran). Ky anak kecil dikasih permen/ junk food terus2an. Senang &amp; enak sesaat tp merusak utk jgk panjang. Mending uang subsidiny buat pembangunan, Pdhl subsidi BBM gilaan sperti saat itu sm aja bakar uang yg sebag besar dnikmati oleh org yg bs beli mobil amp motor tdk tepat sasaran Ky anak kecil dikasih permen junk food terusan Senang amp enak sesaat tp merusak utk jgk panjang Mending uang subsidiny buat pembangunan, pdhl subsidi bbm gilaan sperti saat itu sm aja bakar uang yg sebag besar dnikmati oleh org yg bs beli mobil amp motor tdk tepat sasaran ky anak kecil dikasih permen junk food terusan senang amp enak sesaat tp merusak utk jgk panjang mending uang subsidiny buat pembangunan,padahal subsidi bahan bakar minyak gilaan seperti saat itu sama saja bakar uang yang sebag besar dnikmati oleh orang yang bisa beli mobil amp motor tidak tepat sasaran ky anak kecil dikasih permen junk food terusan senang amp enak sesaat tetapi merusak untuk juga panjang mending uang subsidiny buat pembangunan,"['padahal', 'subsidi', 'bahan', 'bakar', 'minyak', 'gilaan', 'seperti', 'saat', 'itu', 'sama', 'saja', 'bakar', 'uang', 'yang', 'sebag', 'besar', 'dnikmati', 'oleh', 'orang', 'yang', 'bisa', 'beli', 'mobil', 'amp', 'motor', 'tidak', 'tepat', 'sasaran', 'ky', 'anak', 'kecil', 'dikasih', 'permen', 'junk', 'food', 'terusan', 'senang', 'amp', 'enak', 'sesaat', 'tetapi', 'merusak', 'untuk', 'juga', 'panjang', 'mending', 'uang', 'subsidiny', 'buat', 'pembangunan']",padahal subsidi bahan bakar minyak gila seperti saat itu sama saja bakar uang yang sebag besar dnikmati oleh orang yang bisa beli mobil amp motor tidak tepat sasar ky anak kecil kasih permen junk food terus senang amp enak saat tetapi rusak untuk juga panjang mending uang subsidiny buat bangun,netral,negatif
Sat Oct 05,myfav_matcha,@sumpahlusampah @pertamina @KemenBUMN @erickthohir Aturan ini kan agar bbm subsidi penyalurannya lebih tepat sasaran. kalo mau komplain soal aplikasi coba ke CS Pertamina 135,    Aturan ini kan agar bbm subsidi penyalurannya lebih tepat sasaran kalo mau komplain soal aplikasi coba ke CS Pertamina ,    aturan ini kan agar bbm subsidi penyalurannya lebih tepat sasaran kalo mau komplain soal aplikasi coba ke cs pertamina ,aturan ini kan agar bahan bakar minyak subsidi penyalurannya lebih tepat sasaran kalau mau komplain soal aplikasi coba ke rekan pertamina,"['aturan', 'ini', 'kan', 'agar', 'bahan', 'bakar', 'minyak', 'subsidi', 'penyalurannya', 'lebih', 'tepat', 'sasaran', 'kalau', 'mau', 'komplain', 'soal', 'aplikasi', 'coba', 'ke', 'rekan', 'pertamina']",atur ini kan agar bahan bakar minyak subsidi salur lebih tepat sasar kalau mau komplain soal aplikasi coba ke rekan pertamina,netral,netral
Sat Oct 05,keffbelow1,Ini akibat narik subsidi bbm tapi alokasi uangnya ga tepat 10 tahun yg lalu orang-orang naik motor soalnya harga bbm masih disubsidi sekarang subsidinya gaada krl tetap gini-gini aja bahkan subsidinya mau dicabut. Pemerintah tai,Ini akibat narik subsidi bbm tapi alokasi uangnya ga tepat  tahun yg lalu orangorang naik motor soalnya harga bbm masih disubsidi sekarang subsidinya gaada krl tetap ginigini aja bahkan subsidinya mau dicabut Pemerintah tai,ini akibat narik subsidi bbm tapi alokasi uangnya ga tepat  tahun yg lalu orangorang naik motor soalnya harga bbm masih disubsidi sekarang subsidinya gaada krl tetap ginigini aja bahkan subsidinya mau dicabut pemerintah tai,ini akibat menarik subsidi bahan bakar minyak tapi alokasi uangnya tidak tepat tahun yang lalu orangorang naik motor soalnya harga bahan bakar minyak masih disubsidi sekarang subsidinya tidak ada kereta listrik tetap ginigini saja bahkan subsidinya mau dicabut pemerintah tai,"['ini', 'akibat', 'menarik', 'subsidi', 'bahan', 'bakar', 'minyak', 'tapi', 'alokasi', 'uangnya', 'tidak', 'tepat', 'tahun', 'yang', 'lalu', 'orangorang', 'naik', 'motor', 'soalnya', 'harga', 'bahan', 'bakar', 'minyak', 'masih', 'disubsidi', 'sekarang', 'subsidinya', 'tidak', 'ada', 'kereta', 'listrik', 'tetap', 'ginigini', 'saja', 'bahkan', 'subsidinya', 'mau', 'dicabut', 'pemerintah', 'tai']",ini akibat tarik subsidi bahan bakar minyak tapi alokasi uang tidak tepat tahun yang lalu orangorang naik motor soal harga bahan bakar minyak masih subsidi sekarang subsidi tidak ada kereta listrik tetap ginigini saja bahkan subsidi mau cabut perintah tai,netral,negatif
